04_12_2019/Bat01_ch_1_rec_02_seq_01,04_12_2019/Bat01_ch_1_rec_02_seq_02,21_11_2019/Bat02_ch_1_rec_05_seq_01,21_11_2019/Bat02_ch_1_rec_05_seq_02,21_11_2019/Bat02_ch_1_rec_06_seq_01,04_12_2019/Bat03_ch_2_rec_01_seq_01,07_12_2019/Bat02_ch_2_rec_01_seq_01,07_12_2019/Bat02_ch_2_rec_01_seq_02,07_12_2019/Bat02_ch_2_rec_02_seq_01,07_12_2019/Bat02_ch_2_rec_03_seq_01,05_12_2019/Bat01_ch_1_rec_02_seq_02,05_12_2019/Bat02_ch_1_rec_02_seq_02,05_12_2019/Bat04_ch_2_rec_01_seq_03,05_12_2019/Bat05_ch_1_rec_01_seq_03,06_12_2019/Bat02_ch_2_rec_01_seq_02,06_12_2019/Bat02_ch_2_rec_02_seq_01,06_12_2019/Bat02_ch_2_rec_02_seq_02,06_12_2019/Bat02_ch_1_rec_03_seq_03,06_12_2019/Bat03_ch_1_rec_02_seq_03,06_12_2019/Bat04_ch_1_rec_07_seq_02,06_12_2019/Bat05_ch_2_rec_02_seq_02,06_12_2019/Bat05_ch_2_rec_03_seq_02,06_12_2019/Bat05_ch_2_rec_03_seq_03,06_12_2019/Bat05_ch_2_rec_05_seq_02,07_12_2019/Bat01_ch_1_rec_02_seq_04,07_12_2019/Bat02_ch_1_rec_04_seq_03,07_12_2019/Bat02_ch_2_rec_05_seq_02,07_12_2019/Bat05_ch_1_rec_01_seq_03
7.273569166666666,8.973531666666666,5.208706666666666,6.138381666666667,5.6064066666666665,7.301756666666667,4.817292949859788,8.415931666666667,4.789481666666667,5.8333384891753335,8.058206666666667,7.602081666666667,4.619331666666667,7.496707485619222,9.45621875080479,6.431531666666666,9.653106666666666,6.675481666666666,5.8308816666666665,8.488706666666666,4.094531666666667,5.479306666666667,7.303806666666667,8.029506666666666,5.0283066666666665,6.397088354128142,2.9547316666666665,6.007128580853615
7.300219166666666,9.003256666666667,,6.156831666666666,5.642281666666666,7.333531666666667,4.844831666666667,8.448731666666667,4.814081666666667,5.853431666666666,8.095106666666666,7.636931666666667,4.644956666666666,7.511881666666667,9.481931666666666,6.469456666666667,9.671556666666667,6.698031666666667,5.8606066666666665,,4.111956666666667,5.5039066666666665,7.336606666666666,8.057181666666667,5.059056666666667,6.420256666666667,2.9783066666666667,6.036248609555446
7.329944166666666,9.030931666666667,,6.177331666666666,5.664831666666666,7.366331666666666,4.870456666666667,8.479481666666667,4.840392419649006,5.871881666666667,8.120731666666666,7.676394166666666,4.672631666666667,7.528929882455023,9.510631666666669,6.524806666666667,9.691031666666667,6.740659731889434,5.880081666666666,,4.131438087745962,5.531581666666667,7.359156666666666,8.084856666666667,5.0877566666666665,6.442806666666667,2.9998316666666667,6.0656613018623196
7.356081666666666,9.057581666666668,,6.200906666666667,5.684306666666666,7.395031666666666,4.900181666666667,8.507156666666667,4.860460177101012,5.889306666666666,8.148406666666666,7.703556666666667,4.7013316666666665,7.543656666666666,9.527031666666666,6.5503527175520935,9.714606666666668,6.763631666666667,5.901606666666667,,,5.559256666666666,7.384781666666667,8.114581666666666,5.122606666666666,6.462281666666667,3.0264816666666667,6.091231666666666
7.380681666666667,9.083206666666667,,6.225506666666667,5.708906666666667,7.420656666666667,4.923756666666667,8.538931666666667,,5.907756666666667,8.170956666666667,7.733281666666667,4.7279816666666665,7.560244606140522,9.546168819576929,6.583231666666666,9.732031666666666,6.789256666666667,5.9231316666666665,,,5.595131666666667,7.410406666666667,8.138156666666667,5.153356666666666,6.485856666666667,3.050056666666667,6.120956666666666
7.405281666666666,9.111906666666666,,6.2470316666666665,5.736581666666667,,4.951431666666666,8.563531666666666,,5.931331666666667,8.194531666666666,7.759419166666666,4.756681666666666,7.574406666666666,9.565617483095227,6.608856666666667,9.751506666666666,6.810781666666666,5.948507526708781,,,5.625369166666667,7.443206666666667,8.168425644440783,5.184619166666667,6.503535315395096,3.0920816666666666,6.1482577553103015
7.423731666666667,9.139581666666666,,6.275264963584718,5.761181666666666,,4.972956666666667,8.596331666666666,,5.950806666666667,8.216056666666667,7.783506666666667,4.783331666666666,7.589781666666667,9.587506666666666,6.645756666666666,9.769956666666667,,5.973356666666667,,,5.675081666666666,7.467806666666666,8.196021658590059,5.209731666666666,6.522175797091614,3.113606666666666,6.178356666666667
7.444231666666667,9.171356666666666,,6.303406666666667,5.789881666666667,,4.994481666666666,,,5.970281666666667,8.242706666666667,7.811181666666666,4.806906666666666,7.60653593680604,9.603906666666669,6.680606666666667,9.788406666666669,,5.9959066666666665,,,5.704806666666666,7.496506666666667,,5.2333066666666666,6.536891966852022,3.139231666666667,6.2039816666666665
7.466781666666667,9.195356757475103,,6.321856666666666,5.8144816666666665,,5.008831666666667,,,5.992831666666667,8.266281666666666,7.845519166666667,4.831506666666667,7.627706666666667,9.624406666666667,6.714431666666667,9.813006666666666,,6.029731666666667,,,5.731456666666666,7.524181666666666,,5.262006666666666,6.556513526532568,3.1617816666666667,6.231656666666667
7.490356666666667,,,6.337231666666667,5.8442066666666665,,5.033431666666667,,,6.013331666666667,8.284731666666667,7.868581666666667,4.860206666666667,7.646156666666666,9.642856666666669,6.743131666666667,9.836581666666667,,6.054331666666666,,,5.760156666666667,7.548781666666667,,5.287631666666667,6.572210774277004,3.1863816666666667,6.2634316666666665
7.517519166666666,,,6.359781666666667,5.883156666666666,,5.053931666666666,,,6.031781666666666,8.307281666666666,7.900356666666666,4.887881666666667,7.666656666666666,9.663356666666669,6.77713680998689,9.863231666666668,,6.085594166666667,,,5.786806666666667,7.570306666666666,,5.321456666666666,6.588398561013453,3.2053441666666664,6.295206666666667
7.542559122680844,,,6.3823316666666665,5.914931666666667,,5.077506666666666,,,6.051256666666666,8.335981666666667,7.931106666666666,4.913506666666667,7.711756666666667,9.679756666666666,6.805656666666667,9.893981666666669,,6.119419166666667,,,5.821656666666667,7.595931666666667,,5.346056666666667,6.602624191781848,3.2273816666666666,6.328006666666667
7.568256666666667,,,6.411031666666666,5.942606666666666,,5.102106666666667,,,6.075856666666667,8.357506666666668,7.953656666666666,4.942206666666666,,9.695131666666668,6.826156666666666,,,6.145061838213973,,,5.845231666666667,7.617346356762338,,5.375781666666667,,3.2468566666666665,6.392581666666667
7.590806666666666,,,6.435631666666667,5.971306666666667,,5.129781666666666,,,6.096356666666667,8.378006666666666,7.97631570853652,4.967487814577532,,9.712556666666666,6.846144166666667,,,6.1742566666666665,,,5.870856666666667,7.642699530834591,,5.394231666666666,,3.2817066666666665,6.4351191666666665
7.614838851147432,,,6.466381666666667,6.007181666666667,,5.152331666666667,,,6.115831666666667,8.399531666666666,8.002856666666666,,,9.733056666666666,6.867156666666666,,,6.218928445218798,,,5.9036566666666666,,,5.419856666666667,,3.3032316666666666,6.4745816666666665
,,,6.506356666666667,6.034856666666666,,5.172831666666666,,,6.134281666666666,8.431306666666666,8.025406666666667,,,9.753556666666666,6.889194166666667,,,6.285060328977044,,,5.935431666666667,,,5.4444566666666665,,3.328856666666667,6.5043066666666665
,,,6.546331666666667,6.062531666666667,,5.1933316666666665,,,6.159906666666667,8.456931666666666,8.059231666666667,,,9.772006666666666,6.909181666666667,,,6.317932902775002,,,5.965156666666667,,,5.471106666666667,,3.3626816666666666,6.535569166666667
,,,6.5934816666666665,6.093281666666667,,5.215881666666666,,,6.180406666666666,8.482556666666667,8.085881666666667,,,9.789431666666667,6.930194166666666,,,6.366956666666667,,,5.990781666666667,,,5.499806666666666,,3.3795941666666667,6.570931666666667
,,,6.647806666666667,6.117881666666666,,5.236823691116282,,,6.2039816666666665,8.505352752897247,8.130981666666667,,,9.809931666666667,6.949156666666667,,,6.3941199267538,,,6.017431666666667,,,5.518256666666667,,3.3954816666666665,6.597220356221139
,,,6.689831666666667,6.143506666666666,,5.254831666666667,,,6.225506666666667,8.538419166666667,8.164806666666667,,,9.834531666666669,6.9665816666666665,,,6.423511875090798,,,6.049206666666667,,,5.539781666666666,,3.414497582105445,6.618081666666667
,,,6.723656666666667,6.175281666666667,,5.275331666666666,,,6.251056943644473,8.558257133815262,8.193506666666666,,,9.865281666666666,6.987081666666667,,,6.462572227486019,,,,,,5.560281666666667,,3.4364067398103577,6.644219166666667
,,,6.759531666666667,6.212181666666667,,5.291731666666666,,,6.300300844234287,8.576808020630672,8.221181666666666,,,9.882706666666667,7.002939153103786,,,6.492350911985346,,,,,,5.586931666666667,,3.4590316666666667,6.672406666666666
,,,6.784131666666667,6.238831666666667,,5.309144652488987,,,6.3272239113791855,8.599481326738394,8.244756666666667,,,9.902181666666667,7.036809504571321,,,6.519422443348371,,,,,,5.6094816666666665,,3.4754316666666667,6.698031666666667
,,,6.8148816666666665,6.265481666666667,,,,,6.350695303249097,8.618719283435853,8.276531666666667,,,9.915506666666667,7.179654030325706,,,6.54472603796932,,,,,,5.6392066666666665,,3.4949066666666666,6.728781666666666
,,,6.852806666666667,6.297256666666667,,,,,6.375156666666666,8.642456666666666,8.310356666666667,,,9.931036760168933,7.2013066666666665,,,6.569477152358371,,,,,,5.674056666666667,,3.5174566666666665,6.752356666666667
,,,6.881506666666667,6.330056666666667,,,,,6.397706666666667,8.663149802475226,8.340081666666666,,,9.950179482133173,7.222831666666667,,,,,,,,,5.702756666666667,,3.5476941666666666,6.779006666666667
,,,6.923531666666667,6.366956666666667,,,,,6.424298169350962,8.683074829054739,8.374931666666667,,,9.960606666666669,7.244356666666666,,,,,,,,,5.731456666666666,,3.5728066666666667,6.808731666666667
,,,6.957869166666667,6.40091621110636,,,,,6.473772181625775,8.704603018692374,8.409781666666667,,,9.973931666666669,7.267931666666667,,,,,,,,,5.765281666666667,,3.593306666666667,6.840506666666666
,,,6.996306666666667,6.4417816666666665,,,,,6.491951004740707,8.727276324800096,8.443606666666666,,,9.990379198258076,7.300219166666666,,,,,,,,,5.791161248402315,,3.6291816666666663,6.875356666666667
,,,7.035256666666667,6.4745816666666665,,,,,6.514271838185622,8.751781817259955,8.480506666666667,,,10.006731666666669,7.328406666666666,,,,,,,,,5.812431666666667,,3.6517316666666666,6.903031666666666
,,,7.077281666666667,6.512380529152997,,,,,6.534061443095547,8.767813447841172,8.510231666666666,,,10.031331666666668,7.362231666666666,,,,,,,,,5.842156666666667,,3.6742816666666656,6.931731666666667
,,,7.130581666666667,6.540181666666666,,,,,,,8.547131666666667,,,10.073356666666667,7.408356666666666,,,,,,,,,5.866977534697576,,3.6999066666666662,6.958381666666667
,,,7.1715816666666665,6.5740066666666666,,,,,,,8.575831666666666,,,10.08130712758822,7.442181666666666,,,,,,,,,,,3.7306566666666665,6.986056666666666
,,,7.208481666666667,,,,,,,,8.604531666666666,,,,7.469340204057351,,,,,,,,,,,3.765119095098863,7.018856666666666
,,,7.273056666666666,,,,,,,,8.640406666666667,,,,7.498556666666666,,,,,,,,,,,,7.045506666666666
,,,7.334556666666667,,,,,,,,8.665717629904682,,,,7.523827291200776,,,,,,,,,,,,7.070106666666667
,,,,,,,,,,,8.692376448913864,,,,7.546731666666667,,,,,,,,,,,,7.103174199235391
,,,,,,,,,,,8.717281666666667,,,,7.579531666666667,,,,,,,,,,,,7.13386179113723
,,,,,,,,,,,8.739171184408706,,,,7.606181666666667,,,,,,,,,,,,7.157699474132409
,,,,,,,,,,,8.763561167757533,,,,7.631806666666667,,,,,,,,,,,,7.1804411717025225
,,,,,,,,,,,,,,,7.655381666666667,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.685619166666667,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.706631666666666,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.737381666666667,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.751731666666666,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.774281666666667,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.796831666666667,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.824506666666666,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.845006666666666,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.867556666666666,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.895231666666667,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.920856666666666,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.954681666666667,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.972106666666667,,,,,,,,,,,,
,,,,,,,,,,,,,,,7.998756666666667,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.029506666666666,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.055131666666666,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.082806666666666,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.121756666666666,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.165831666666667,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.207856666666666,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.240083543559777,,,,,,,,,,,,
