10_08_2018/Bat01_ch_1_rec_02_seq_01,10_08_2018/Bat01_ch_1_rec_03_seq_01,02_08_2018/Bat02_ch_1_rec_01_seq_01,02_08_2018/Bat02_ch_1_rec_02_seq_01,02_08_2018/Bat02_ch_1_rec_04_seq_01,02_08_2018/Bat02_ch_1_rec_04_seq_02,03_08_2018/Bat02_ch_1_rec_01_seq_01,03_08_2018/Bat02_ch_1_rec_04_seq_01,03_08_2018/Bat02_ch_1_rec_12_seq_01,03_08_2018/Bat03_ch_1_rec_36_seq_01,03_08_2018/Bat03_ch_1_rec_45_seq_01,03_08_2018/Bat03_ch_1_rec_20_seq_01,04_08_2018/Bat01_ch_1_rec_06_seq_01,04_08_2018/Bat01_ch_1_rec_08_seq_01,04_08_2018/Bat01_ch_1_rec_32_seq_01,04_08_2018/Bat02_ch_1_rec_76_seq_01,04_08_2018/Bat02_ch_1_rec_77_seq_01,04_08_2018/Bat02_ch_1_rec_78_seq_01,04_08_2018/Bat03_ch_1_rec_14_seq_01,04_08_2018/Bat03_ch_1_rec_16_seq_01,04_08_2018/Bat03_ch_1_rec_17_seq_01,04_08_2018/Bat04_ch_1_rec_25_seq_01,04_08_2018/Bat04_ch_1_rec_26_seq_01,04_08_2018/Bat04_ch_1_rec_27_seq_01,05_08_2018/Bat01_ch_1_rec_07_seq_01,05_08_2018/Bat01_ch_1_rec_08_seq_01,05_08_2018/Bat01_ch_1_rec_09_seq_01,06_08_2018/Bat02_ch_1_rec_48_seq_01,06_08_2018/Bat02_ch_1_rec_49_seq_01,06_08_2018/Bat02_ch_1_rec_50_seq_01
0.104206666666667,0.009906666666667,0.0232316666666666,0.0201566666666666,0.5798066666666667,4.18402218049154,0.0478316666666666,0.0119566666666666,0.2733316666666666,0.0744816666666666,0.4049247559489612,0.3461066666666667,0.0898566666666666,0.4250316666666666,1.0205566666666666,0.0099066666666666,0.0232316666666666,0.4609066666666667,0.9908316666666668,0.8247602182445024,0.0529566666666666,0.0181066666666666,2.226981666666666,0.8524566666666666,0.37673305385604416,0.11548166666666665,0.006831666666666666,0.24589374709951284,0.5828203274463327,0.0068316666666666664
0.122656666666667,0.031431666666667,0.0509066666666666,0.0621816666666666,0.6136316666666667,4.204206666666667,0.0642316666666666,0.0437316666666666,0.2887066666666666,0.1172270295409447,0.4219566666666666,0.3625066666666666,0.1124066666666666,0.4455316666666666,1.0390066666666666,0.0232316666666666,0.0406566666666666,0.4783316666666666,1.0144066666666671,0.8434186300526906,0.1062566666666666,0.0457816666666666,2.2408191666666664,0.8720048449193012,0.39223166666666665,0.13188166666666667,0.025281666666666668,0.27137065804609056,0.5956659528638505,0.03143166666666666
0.139056666666667,0.05603166666666698,0.0898566666666666,0.0960066666666666,0.6474566666666667,4.225731666666666,0.0860366075920846,0.0703816666666666,0.3040816666666666,0.1411066666666666,0.4429946844205812,0.3819816666666666,0.1359816666666666,0.4767941666666666,1.0513066666666666,0.0375816666666666,0.0580816666666666,0.4926816666666667,1.0554066666666666,0.8639428830416978,0.1349566666666666,0.0724316666666666,2.255681666666667,0.8893235722559326,0.41068166666666667,0.14725666666666667,0.045781666666666665,0.29145822244627684,0.6131228284312464,0.06218166666666667
0.15725302085684698,0.081656666666667,0.1195816666666666,0.1288066666666666,0.6751316666666667,4.267756666666667,0.1042294373225887,0.1052316666666666,0.3184987969680322,0.1651941666666666,0.4610570592428826,0.4014566666666667,0.1639475021742467,0.4998566666666666,1.0687316666666669,0.0488566666666666,0.0755066666666666,0.5131816666666666,1.0841066666666668,0.887265897801933,0.1626316666666666,0.0970316666666666,2.2679816666666666,0.9078066666666668,0.4301566666666667,0.16468166666666667,0.06423166666666667,0.31840495517823403,0.6259316666666667,0.08780666666666667
0.17595666666666698,0.102156666666667,0.1554566666666666,0.1759566666666666,0.7038316666666666,4.290306666666667,0.1206066666666666,0.1349566666666666,0.3310918968778674,0.1964566666666666,0.4874559147524001,0.4219566666666666,0.2026066666666666,0.5306066666666667,1.0830816666666667,0.0591066666666666,0.0908816666666666,0.5336816666666667,1.1097316666666666,0.9054578493149166,0.1923566666666666,0.1236816666666666,2.2792566666666665,0.9293316666666668,0.44860666666666665,0.18313166666666664,0.08678166666666666,0.3380025789832938,0.6398022042983986,0.11138166666666667
0.19440666666666687,0.121631666666667,0.1882566666666666,0.2118316666666666,0.7284316666666667,4.312856666666667,0.1400816666666666,0.1718566666666666,0.3464296467680514,0.2241316666666666,0.5019066666666666,0.4434816666666666,0.2251566666666666,0.5500816666666667,1.1015316666666666,0.0724316666666666,0.1072816666666666,0.5603316666666667,1.1404816666666666,0.9264485625991284,0.2323316666666666,0.1493066666666666,2.292137275428985,0.9476940977238384,0.4706441666666666,0.19850666666666664,0.10542272570739784,0.3625066666666665,0.6536066666666667,0.13393166666666667
0.2138816666666669,0.140081666666667,0.2179816666666666,0.2456566666666666,0.7540566666666667,4.339506666666667,0.1575066666666666,0.2097816666666666,0.3612830466617032,0.2589816666666666,0.5162566666666667,0.4680816666666667,0.2589816666666666,0.5880066666666667,1.1199816666666669,0.0857566666666666,0.1226566666666666,0.5787816666666666,1.1743066666666666,0.9426566666666668,0.2753816666666667,0.1800566666666666,2.3079566666666667,1.0038196029814404,0.4896552703641612,0.21900666666666666,0.1208347253686642,0.38505666666666666,0.6679566666666666,0.15340666666666666
0.23540666666666696,0.157506666666667,0.2497566666666666,0.2702566666666666,0.7868566666666666,4.367181666666666,0.1718566666666666,0.2466816666666666,0.3748066666666667,0.2982497898994964,0.5316316666666666,0.4855066666666666,0.3030566666666666,0.6136316666666667,1.1327941666666668,0.0980566666666666,0.1359816666666666,0.5972316666666667,1.2091566666666669,0.9637653862155048,0.3051066666666667,0.2097816666666666,2.3192316666666666,1.0226066666666669,0.511714494054119,0.2405316666666667,0.1371533132452992,0.41273166666666666,0.6792316666666667,0.17185666666666666
0.2528316666666669,0.17595666666666698,0.2764066666666667,0.3030566666666666,0.8145316666666667,4.388706666666667,0.1892816666666666,0.2805066666666667,0.3901816666666666,0.3266316666666666,0.5511066666666666,0.5070316666666668,0.3235566666666666,0.6443816666666666,1.1512441666666666,0.1103566666666666,0.1554566666666666,0.6189288411346259,1.2388816666666669,0.9805816666666668,0.3297066666666666,0.2333566666666666,2.331531666666667,1.0410566666666667,0.5306066666666667,0.26205666666666666,0.1539251952296185,0.4359906980085927,0.6935816666666667,0.19645666666666667
0.27743166666666697,0.19645666666666686,0.3112566666666667,0.3297066666666666,0.8411816666666667,4.415356666666667,0.2077316666666666,0.3133066666666667,0.4055566666666667,0.3553316666666666,0.5730437831411515,0.5275316666666667,0.3573816666666666,0.6659066666666666,1.1691816666666666,0.1236816666666666,0.1759566666666666,0.6433566666666667,1.2696316666666667,1.0010816666666666,0.3543066666666666,0.2548816666666667,2.344331518942316,1.0564316666666669,0.5490566666666666,0.2866566666666667,0.17387013596772793,0.4629566666666667,0.7120316666666666,0.22515666666666667
